year,neighbourhood,type,count
2016,Renfrew-Collingwood,Vehicle Collision or Pedestrian Struck (with Fatality),1
2016,Renfrew-Collingwood,Vehicle Collision or Pedestrian Struck (with Injury),114
2016,Riley Park,Break and Enter Commercial,65
2016,Riley Park,Break and Enter Residential/Other,189
2016,Riley Park,Homicide,1
2016,Riley Park,Mischief,88
2016,Riley Park,Offence Against a Person,57
2016,Riley Park,Other Theft,150
2016,Riley Park,Theft from Vehicle,381
2016,Riley Park,Theft of Bicycle,75
2016,Riley Park,Theft of Vehicle,49
2016,Riley Park,Vehicle Collision or Pedestrian Struck (with Injury),70
2016,Shaughnessy,Break and Enter Commercial,8
2016,Shaughnessy,Break and Enter Residential/Other,142
2016,Shaughnessy,Mischief,48
2016,Shaughnessy,Offence Against a Person,10
2016,Shaughnessy,Other Theft,43
2016,Shaughnessy,Theft from Vehicle,147
2016,Shaughnessy,Theft of Bicycle,10
2016,Shaughnessy,Theft of Vehicle,11
2016,Shaughnessy,Vehicle Collision or Pedestrian Struck (with Injury),50
2016,South Cambie,Break and Enter Commercial,27
2016,South Cambie,Break and Enter Residential/Other,59
2016,South Cambie,Mischief,41
2016,South Cambie,Offence Against a Person,12
2016,South Cambie,Other Theft,138
2016,South Cambie,Theft from Vehicle,107
2016,South Cambie,Theft of Bicycle,26
2016,South Cambie,Theft of Vehicle,10
2016,South Cambie,Vehicle Collision or Pedestrian Struck (with Injury),16
2016,Stanley Park,Break and Enter Commercial,7
2016,Stanley Park,Break and Enter Residential/Other,5
2016,Stanley Park,Mischief,17
2016,Stanley Park,Offence Against a Person,10
2016,Stanley Park,Other Theft,31
2016,Stanley Park,Theft from Vehicle,87
2016,Stanley Park,Theft of Bicycle,18
2016,Stanley Park,Theft of Vehicle,2
2016,Stanley Park,Vehicle Collision or Pedestrian Struck (with Fatality),1
2016,Stanley Park,Vehicle Collision or Pedestrian Struck (with Injury),17
2016,Strathcona,Break and Enter Commercial,240
2016,Strathcona,Break and Enter Residential/Other,105
2016,Strathcona,Homicide,1
2016,Strathcona,Mischief,391
2016,Strathcona,Offence Against a Person,470
2016,Strathcona,Other Theft,625
2016,Strathcona,Theft from Vehicle,754
2016,Strathcona,Theft of Bicycle,103
2016,Strathcona,Theft of Vehicle,140
2016,Strathcona,Vehicle Collision or Pedestrian Struck (with Injury),86
2016,Sunset,Break and Enter Commercial,36
2016,Sunset,Break and Enter Residential/Other,118
2016,Sunset,Mischief,160
2016,Sunset,Offence Against a Person,93
2016,Sunset,Other Theft,275
2016,Sunset,Theft from Vehicle,285
2016,Sunset,Theft of Bicycle,23
2016,Sunset,Theft of Vehicle,90
2016,Sunset,Vehicle Collision or Pedestrian Struck (with Fatality),1
2016,Sunset,Vehicle Collision or Pedestrian Struck (with Injury),104
2016,Victoria-Fraserview,Break and Enter Commercial,16
2016,Victoria-Fraserview,Break and Enter Residential/Other,134
2016,Victoria-Fraserview,Mischief,74
2016,Victoria-Fraserview,Offence Against a Person,42
2016,Victoria-Fraserview,Other Theft,126
2016,Victoria-Fraserview,Theft from Vehicle,210
2016,Victoria-Fraserview,Theft of Bicycle,9
2016,Victoria-Fraserview,Theft of Vehicle,63
2016,Victoria-Fraserview,Vehicle Collision or Pedestrian Struck (with Injury),49
2016,West End,Break and Enter Commercial,289
2016,West End,Break and Enter Residential/Other,64
2016,West End,Homicide,1
2016,West End,Mischief,332
2016,West End,Offence Against a Person,385
2016,West End,Other Theft,1339
2016,West End,Theft from Vehicle,1072
2016,West End,Theft of Bicycle,278
2016,West End,Theft of Vehicle,112
2016,West End,Vehicle Collision or Pedestrian Struck (with Injury),84
2016,West Point Grey,Break and Enter Commercial,36
2016,West Point Grey,Break and Enter Residential/Other,83
2016,West Point Grey,Mischief,60
2016,West Point Grey,Offence Against a Person,14
2016,West Point Grey,Other Theft,63
2016,West Point Grey,Theft from Vehicle,130
2016,West Point Grey,Theft of Bicycle,41
2016,West Point Grey,Theft of Vehicle,12
2016,West Point Grey,Vehicle Collision or Pedestrian Struck (with Injury),18
2017,Arbutus Ridge,Break and Enter Commercial,11
2017,Arbutus Ridge,Break and Enter Residential/Other,84
2017,Arbutus Ridge,Mischief,64
2017,Arbutus Ridge,Offence Against a Person,6
2017,Arbutus Ridge,Other Theft,62
2017,Arbutus Ridge,Theft from Vehicle,141
2017,Arbutus Ridge,Theft of Bicycle,24
2017,Arbutus Ridge,Theft of Vehicle,14
2017,Arbutus Ridge,Vehicle Collision or Pedestrian Struck (with Injury),25
2017,Central Business District,Break and Enter Commercial,602
2017,Central Business District,Break and Enter Residential/Other,144
2017,Central Business District,Homicide,2
2017,Central Business District,Mischief,1576
2017,Central Business District,Offence Against a Person,999
2017,Central Business District,Other Theft,4784
2017,Central Business District,Theft from Vehicle,4313
2017,Central Business District,Theft of Bicycle,618
2017,Central Business District,Theft of Vehicle,127
2017,Central Business District,Vehicle Collision or Pedestrian Struck (with Fatality),4
2017,Central Business District,Vehicle Collision or Pedestrian Struck (with Injury),239
2017,Dunbar-Southlands,Break and Enter Commercial,10
2017,Dunbar-Southlands,Break and Enter Residential/Other,107
2017,Dunbar-Southlands,Mischief,91
2017,Dunbar-Southlands,Offence Against a Person,13
2017,Dunbar-Southlands,Other Theft,65
2017,Dunbar-Southlands,Theft from Vehicle,167
2017,Dunbar-Southlands,Theft of Bicycle,21
2017,Dunbar-Southlands,Theft of Vehicle,19
2017,Dunbar-Southlands,Vehicle Collision or Pedestrian Struck (with Injury),18
2017,Fairview,Break and Enter Commercial,228
2017,Fairview,Break and Enter Residential/Other,71
2017,Fairview,Homicide,1
2017,Fairview,Mischief,240
2017,Fairview,Offence Against a Person,80
2017,Fairview,Other Theft,648
2017,Fairview,Theft from Vehicle,551
2017,Fairview,Theft of Bicycle,227
2017,Fairview,Theft of Vehicle,47
2017,Fairview,Vehicle Collision or Pedestrian Struck (with Fatality),1
2017,Fairview,Vehicle Collision or Pedestrian Struck (with Injury),73
2017,Grandview-Woodland,Break and Enter Commercial,150
2017,Grandview-Woodland,Break and Enter Residential/Other,166
2017,Grandview-Woodland,Homicide,2
2017,Grandview-Woodland,Mischief,299
2017,Grandview-Woodland,Offence Against a Person,187
2017,Grandview-Woodland,Other Theft,585
2017,Grandview-Woodland,Theft from Vehicle,661
2017,Grandview-Woodland,Theft of Bicycle,123
2017,Grandview-Woodland,Theft of Vehicle,150
2017,Grandview-Woodland,Vehicle Collision or Pedestrian Struck (with Injury),78
2017,Hastings-Sunrise,Break and Enter Commercial,41
2017,Hastings-Sunrise,Break and Enter Residential/Other,145
2017,Hastings-Sunrise,Mischief,178
2017,Hastings-Sunrise,Offence Against a Person,88
2017,Hastings-Sunrise,Other Theft,246
2017,Hastings-Sunrise,Theft from Vehicle,464
2017,Hastings-Sunrise,Theft of Bicycle,57
2017,Hastings-Sunrise,Theft of Vehicle,140
2017,Hastings-Sunrise,Vehicle Collision or Pedestrian Struck (with Injury),81
2017,Kensington-Cedar Cottage,Break and Enter Commercial,72
2017,Kensington-Cedar Cottage,Break and Enter Residential/Other,138
2017,Kensington-Cedar Cottage,Homicide,1
2017,Kensington-Cedar Cottage,Mischief,256
2017,Kensington-Cedar Cottage,Offence Against a Person,134
2017,Kensington-Cedar Cottage,Other Theft,359
2017,Kensington-Cedar Cottage,Theft from Vehicle,454
2017,Kensington-Cedar Cottage,Theft of Bicycle,88
2017,Kensington-Cedar Cottage,Theft of Vehicle,97
2017,Kensington-Cedar Cottage,Vehicle Collision or Pedestrian Struck (with Fatality),2
2017,Kensington-Cedar Cottage,Vehicle Collision or Pedestrian Struck (with Injury),105
2017,Kerrisdale,Break and Enter Commercial,30
2017,Kerrisdale,Break and Enter Residential/Other,114
2017,Kerrisdale,Mischief,79
2017,Kerrisdale,Offence Against a Person,11
2017,Kerrisdale,Other Theft,45
2017,Kerrisdale,Theft from Vehicle,143
2017,Kerrisdale,Theft of Bicycle,5
2017,Kerrisdale,Theft of Vehicle,19
2017,Kerrisdale,Vehicle Collision or Pedestrian Struck (with Injury),25
2017,Killarney,Break and Enter Commercial,26
2017,Killarney,Break and Enter Residential/Other,70
2017,Killarney,Mischief,99
2017,Killarney,Offence Against a Person,59
2017,Killarney,Other Theft,119
2017,Killarney,Theft from Vehicle,231
2017,Killarney,Theft of Bicycle,17
2017,Killarney,Theft of Vehicle,62
2017,Killarney,Vehicle Collision or Pedestrian Struck (with Fatality),1
2017,Killarney,Vehicle Collision or Pedestrian Struck (with Injury),33
2017,Kitsilano,Break and Enter Commercial,139
2017,Kitsilano,Break and Enter Residential/Other,146
2017,Kitsilano,Mischief,211
2017,Kitsilano,Offence Against a Person,74
2017,Kitsilano,Other Theft,361
2017,Kitsilano,Theft from Vehicle,603
2017,Kitsilano,Theft of Bicycle,205
2017,Kitsilano,Theft of Vehicle,63
2017,Kitsilano,Vehicle Collision or Pedestrian Struck (with Fatality),1
2017,Kitsilano,Vehicle Collision or Pedestrian Struck (with Injury),65
2017,Marpole,Break and Enter Commercial,72
2017,Marpole,Break and Enter Residential/Other,89
2017,Marpole,Homicide,1
2017,Marpole,Mischief,140
2017,Marpole,Offence Against a Person,62
2017,Marpole,Other Theft,242
2017,Marpole,Theft from Vehicle,294
2017,Marpole,Theft of Bicycle,22
2017,Marpole,Theft of Vehicle,55
2017,Marpole,Vehicle Collision or Pedestrian Struck (with Injury),61
2017,Mount Pleasant,Break and Enter Commercial,216
2017,Mount Pleasant,Break and Enter Residential/Other,113
2017,Mount Pleasant,Homicide,1
2017,Mount Pleasant,Mischief,335
2017,Mount Pleasant,Offence Against a Person,133
2017,Mount Pleasant,Other Theft,821
2017,Mount Pleasant,Theft from Vehicle,763
2017,Mount Pleasant,Theft of Bicycle,238
2017,Mount Pleasant,Theft of Vehicle,115
2017,Mount Pleasant,Vehicle Collision or Pedestrian Struck (with Injury),109
2017,Musqueam,Break and Enter Commercial,1
2017,Musqueam,Break and Enter Residential/Other,1
2017,Musqueam,Mischief,3
2017,Musqueam,Offence Against a Person,15
2017,Musqueam,Theft from Vehicle,6
2017,Musqueam,Theft of Vehicle,2
2017,Musqueam,Vehicle Collision or Pedestrian Struck (with Injury),3
2017,Oakridge,Break and Enter Commercial,20
2017,Oakridge,Break and Enter Residential/Other,151
2017,Oakridge,Mischief,57
2017,Oakridge,Offence Against a Person,28
2017,Oakridge,Other Theft,174
2017,Oakridge,Theft from Vehicle,142
2017,Oakridge,Theft of Bicycle,28
2017,Oakridge,Theft of Vehicle,18
2017,Oakridge,Vehicle Collision or Pedestrian Struck (with Injury),25
2017,Renfrew-Collingwood,Break and Enter Commercial,64
2017,Renfrew-Collingwood,Break and Enter Residential/Other,141
2017,Renfrew-Collingwood,Mischief,300
2017,Renfrew-Collingwood,Offence Against a Person,139
2017,Renfrew-Collingwood,Other Theft,673
2017,Renfrew-Collingwood,Theft from Vehicle,756
2017,Renfrew-Collingwood,Theft of Bicycle,48
2017,Renfrew-Collingwood,Theft of Vehicle,112
2017,Renfrew-Collingwood,Vehicle Collision or Pedestrian Struck (with Fatality),1
